ProbeID	Gene.symbol
3799415	AFG3L2
3799461	SPIRE1
3799542	CEP76
3799615	PTPN2
3800070	C18orf19
3800116	MC2R
3800165	ZNF519
3800619	ROCK1
3800779	ESCO1
3800834	ABHD3
3801093	CTAGE1
3801264	C18orf45
3801411	NPC1
3801492	ANKRD29
3801621	OSBPL1A
3801943	ZNF521
3802129	SS18
3802254	KCTD1
3802396	AQP4
3802416	CHST9
3802602	CDH2
3802924	DSC3
3802980	DSC2
3803020	DSC1
3803120	B4GALT6
3803194	TRAPPC8
3803290	FAM59A
3803418	KLHL14
3803500	C18orf34
3803628	NOL4
3803882	ZSCAN30
3803917	ZNF24
3804000	INO80C
3804143	RPRD1A
3804195	SLC39A6
3804358	C18orf10
3804452	CELF4
3805553	RIT2
3805614	SYT4
3806126	KIAA1632
3806211	PSTPIP2
3806253	ATP5A1
3806366	LOXHD1
3806459	ST8SIA5
3806525	PIAS2
3806654	TCEB3B
3806689	HDHD2
3806711	IER3IP1
3806905	SMAD2
3806913	SMAD2
3807261	SMAD7
3807370	DYM
3807474	C18orf32
3807487	RPL17
3807569	ACAA2
3807595	MYO5B
3807732	CCDC11
3807753	MBD1
3807809	CXXC1
3807965	MRO
3808096	MEX3C
3808600	MBD2
3808654	STARD6
3808745	CCDC68
3808854	TCF4
3809324	TXNL1
3809621	FECH
3809671	NARS
3809826	ATP8B1
3810133	ALPK2
3810413	RAX
3810446	CPLX4
3810472	LMAN1
3810542	CCBE1
3810749	MC4R
3811000	RNF152
3811086	PIGN
3811339	BCL2
3811459	KDSR
3811497	VPS4B
3811574	SERPINB4
3811596	SERPINB3
3811670	C18orf20
3811949	CDH19
3812074	DSEL
3812206	TMX3
3812385	CD226
3812426	RTTN
3812589	GTSCR1
3812864	CBLN2
3812922	NETO1
3813198	FBXO15
3813297	CYB5A
3813604	ZADH2
3813840	ZNF516
3814033	MBP
3814063	MBP
3814669	FLJ25715
3814701	PQLC1
3814734	TXNL4A
3814791	PARD6G
3814927	MADCAM1
3814956	C19orf20
3814978	CDC34
3815005	GZMM
3815014	BSG
3815045	HCN2
3815082	FGF22
3815097	FSTL3
3815116	PALM
3815143	C19orf21
3815165	PTBP1
3815210	AZU1
3815223	PRTN3
3815233	ELANE
3815243	CFD
3815268	KISS1R
3815278	ARID3A
3815328	WDR18
3815399	CNN2
3815416	ABCA7
3815493	HMHA1
3815538	GPX4
3815566	STK11
3815610	ATP5D
3815649	CIRBP
3815685	C19orf24
3815710	EFNA2
3815726	RPS15
3815757	MUM1
3815809	NDUFS7
3815834	DAZAP1
3815888	APC2
3815936	REEP6
3816112	SCAMP4
3816143	ADAT3
3816153	CSNK1G2
3816225	IZUMO4
3816264	DOT1L
3816333	SF3A2
3816359	AMH
3816380	OAZ1
3816414	LOC100129831
3816424	SPPL2B
3816475	TMPRSS9
3816509	GADD45B
3816611	THOP1
3816645	ZNF554
3816664	ZNF555
3816686	ZNF556
3816699	ZNF57
3816724	TLE6
3816778	GNA11
3816803	3816803
3816815	GNA15
3816827	S1PR4
3816834	NCLN
3816883	CELF5
3816919	NFIC
3816988	FZR1
3817040	HMG20B
3817072	GIPC3
3817116	TJP3
3817167	MRPL54
3817186	ATCAY
3817222	ITGB1BP3
3817256	PIAS4
3817316	CREB3L3
3817380	EBI3
3817400	CCDC94
3817420	SHD
3817437	FSD1
3817464	MPND
3817501	CHAF1A
3817546	HDGFRP2
3817602	TNFAIP8L1
3817651	C19orf30
3817670	FEM1A
3817698	UHRF1
3817733	KDM4B
3817933	ZNRF4
3817984	SAFB
3818047	HSD11B1L
3818076	RPL36
3818091	TMEM146
3818142	NRTN
3818193	CAPS
3818268	ACSBG2
3818376	CLPP
3818395	ALKBH7
3818446	CRB3
3818468	TNFSF9
3818515	TRIP10
3818547	VAV1
3818596	EMR1
3818648	ZNF557
3818732	ARHGEF18
3818826	C19orf45
3818842	ZNF358
3818860	MCOLN1
3818897	PNPLA6
3819016	STXBP2
3819076	RETN
3819088	C19orf59
3819104	TRAPPC5
3819130	CLEC4M
3819200	EVI5L
3819248	LRRC8E
3819263	MAP2K7
3819312	SNAPC2
3819374	CCL25
3819401	LASS4
3819474	ANGPTL4
3819505	RAB11B
3819522	MARCH2
3819543	HNRNPM
3819820	OR2Z1
3819845	MBD3L1
3819870	OR1M1
3819880	ZNF317
3819968	ZNF177
3820161	UBL5
3820177	PIN1
3820217	RDH8
3820310	C19orf66
3820342	PPAN
3820370	P2RY11
3820414	MRPL4
3820443	ICAM1
3820458	ICAM4
3820469	ICAM5
3820501	PDE4A
3820571	ATG4D
3820612	SLC44A2
3820663	ILF3
3820727	QTRT1
3820758	DNM2
3820865	CARM1
3820906	C19orf52
3820921	SMARCA4
3821015	LDLR
3821079	DOCK6
3821095	TSPAN16
3821159	LPPR2
3821183	C19orf39
3821200	PRKCSH
3821263	CNN1
3821301	ZNF627
3821323	ZNF700
3821377	ZNF441
3821392	ZNF491
3821410	ZNF440
3821479	ZNF439
3821603	ZNF844
3821701	ZNF788
3821727	ZNF136
3821805	WDR83
3821847	ASNA1
3821869	BEST2
3821893	JUNB
3821908	RNASEH2A
3821937	MAST1
3821995	GCDH
3822049	CALR
3822074	RAD23A
3822100	DAND5
3822122	NFIX
3822195	NACC1
3822216	IER2
3822287	CCDC130
3822322	MRI1
3822347	C19orf53
3822444	CC2D1A
3822501	DCAF15
3822541	RLN3
3822551	IL27RA
3822657	CD97
3822723	PKN1
3822805	TECR
3822849	CLEC17A
3822875	ZNF333
3822920	TMEM167A
3822949	OR7C2
3822961	CCDC105
3822976	CASP14
3823007	OR1I1
3823019	SYDE1
3823210	CYP4F22
3823262	CYP4F8
3823304	CYP4F3
3823340	CYP4F12
3823379	OR10H2
3823390	OR10H3
3823456	OR10H4
3823488	FLJ25328
3823554	RAB8A
3823583	HSH2D
3823613	FAM32A
3823625	AP1M1
3823681	KLF2
3823752	C19orf44
3823842	TMEM38A
3823901	SIN3B
3823957	F2RL3
3823982	MYO9B
3824103	USE1
3824124	OCEL1
3824153	C19orf62
3824178	ANKLE1
3824197	MRPL34
3824212	DDA1
3824226	GTPBP3
3824259	SLC27A1
3824316	FAM125A
3824395	PGLS
3824427	FAM129C
3824471	GLT25D1
3824497	MAP1S
3824540	FCHO1
3824596	B3GNT3
3824623	SLC5A5
3824648	CCDC124
3824666	KCNN1
3824713	ARRDC2
3824838	PIK3R2
3824874	IFI30
3824890	MPV17L2
3824963	PGPEP1
3824983	PGPEP1
3824993	GDF15
3825013	SSBP4
3825141	C19orf50
3825225	C19orf60
3825244	TMEM59L
3825260	KLHL26
3825292	CRTC1
3825383	UPF1
3825446	DDX49
3825496	ARMC6
3825523	SLC25A42
3825586	RFXANK
3825609	NCAN
3825650	MAU2
3825713	GATAD2A
3825823	NDUFA13
3825838	YJEFN3
3825860	CILP2
3825911	ZNF101
3826041	ZNF253
3826079	ZNF93
3826306	ZNF85
3826417	ZNF430
3826504	ZNF431
3826542	ZNF738
3826601	ZNF493
3826656	ZNF429
3826803	ZNF492
3827218	RPSAP58
3827427	ZNF254
3828032	POP4
3828067	PLEKHF1
3828112	CCNE1
3828162	C19orf2
3828278	ZNF536
3828887	ZNF507
3828949	DPY19L3
3829020	PDCD5
3829049	RGS9BP
3829160	C19orf40
3829174	GPATCH1
3829215	WDR88
3829242	LRP3
3829300	LOC80054
3829313	CEBPG
3829398	CHST8
3829471	KCTD15
3829575	LSM14A
3829638	KIAA0355
3829687	GPI
3829751	PDCD2L
3829768	UBA2
3829857	ZNF302
3829964	ZNF30
3830002	GRAMD1A
3830051	SCN1B
3830065	HPN
3830166	FXYD3
3830189	FXYD1
3830205	FXYD7
3830216	FXYD5
3830246	LSR
3830277	USF2
3830306	HAMP
3830320	MAG
3830353	CD22
3830359	CD22
3830412	FFAR1
3830417	FFAR3
3830484	FFAR2
3830509	GAPDHS
3830530	TMEM147
3830571	HAUS5
3830612	RBM42
3830649	COX6B1
3830680	ZBTB32
3830712	MLL4
3830789	LIN37
3830825	C19orf55
3830864	ARHGAP33
3830925	KIRREL2
3830961	APLP1
3830993	HCST
3831006	LRFN3
3831062	WDR62
3831143	TBCB
3831168	CAPNS1
3831260	ZNF146
3831475	ZNF382
3831514	ZNF567
3831588	ZNF345
3831620	ZNF568
3831698	ZNF420
3831774	ZNF383
3831831	HKR1
3831917	ZNF570
3831945	ZNF793
3831975	ZNF540
3832256	SPINT2
3832280	C19orf33
3832292	KCNK6
3832308	CATSPERG
3832383	PSMD8
3832435	FAM98C
3832457	RYR1
3832616	EIF3K
3832643	ACTN4
3832760	NFKBIB
3832777	MRPS12
3832805	PAPL
3832830	PAK4
3832865	NCCRP1
3832887	IL28A
3832906	IL29
3832918	SAMD4B
3832964	MED29
3832978	ZFP36
3832992	PLEKHG2
3833040	SUPT5H
3833093	TIMM50
3833122	DLL3
3833141	SELV
3833183	LGALS13
3833214	LGALS17A
3833238	LGALS14
3833291	PSMC4
3833323	ZNF546
3833402	MAP3K10
3833443	PLD3
3833500	SPTBN4
3833583	SHKBP1
3833620	LTBP4
3833728	ITPKC
3833757	SNRPA
3833793	RAB4B
3833827	EGLN2
3833893	CYP2B7P1
3833926	CYP2B6
3833948	CYP2A13
3833967	CYP2F1
3833992	CYP2S1
3834046	AXL
3834089	HNRNPUL1
3834149	CCDC97
3834176	TMEM91
3834257	CEACAM21
3834341	CEACAM5
3834379	CEACAM6
3834405	CEACAM3
3834439	DMRTC2
3834465	RPS19
3834502	CD79A
3834519	ARHGEF1
3834599	ZNF574
3834651	ZNF526
3834674	CIC
3834732	PRR19
3834744	TMEM145
3834778	MEGF8
3834837	MEGF8
3835035	CD177
3835060	TEX101
3835085	ZNF575
3835131	ZNF576
3835178	IRGC
3835280	ZNF221
3835318	ZNF155
3835339	ZNF230
3835361	ZNF222
3835372	ZNF223
3835418	ZNF224
3835440	ZNF225
3835467	ZNF234
3835494	ZNF226
3835544	ZNF227
3835565	ZNF233
3835645	PVR
3835675	CEACAM19
3835726	BCL3
3835751	CBLC
3835777	BCAM
3835814	PVRL2
3835855	TOMM40
3835879	APOE
3835891	APOC1P1
3835911	APOC4
3835923	APOC2
3835935	CLPTM1
3835966	RELB
3835983	CLASRP
3836044	GEMIN7
3836057	LRRC68
3836135	BLOC1S3
3836156	MARK4
3836217	KLC3
3836243	CD3EAP
3836266	FOSB
3836299	PPM1N
3836317	VASP
3836401	GIPR
3836432	QPCTL
3836534	FOXA3
3836614	IGFL2
3836686	IGFL1
3836705	HIF3A
3836760	PPP5C
3836841	CALM3
3836903	FKRP
3836946	SLC1A5
3837001	GRLF1
3837081	NPAS1
3837132	SAE1
3837193	CCDC9
3837232	PRR24
3837257	C5AR1
3837269	GPR77
3837276	DHX34
3837372	GLTSCR1
3837431	EHD2
3837464	GLTSCR2
3837504	SEPW1
3837536	CRX
3837602	ELSPBP1
3837664	C19orf68
3837707	ZNF114
3837731	EMP3
3837744	SYNGR4
3837759	GRIN2D
3837796	GRWD1
3837825	KCNJ14
3837836	CYTH2
3837866	SULT2B1
3837889	SPACA4
3837895	SPHK2
3837934	FUT2
3837984	FGF21
3838004	PPP1R15A
3838052	DHDH
3838067	BAX
3838094	FTL
3838118	RUVBL2
3838185	SNRNP70
3838238	LIN7B
3838254	PPFIA3
3838317	TRPM4
3838385	CD37
3838425	DKKL1
3838444	CCDC155
3838522	ALDH16A1
3838556	FLT3LG
3838624	FCGRT
3838665	RCN3
3838683	PRRG2
3838757	SCAF1
3838795	BCL2L12
3838809	PRMT1
3838845	CPT1C
3838886	AP2A1
3838947	MED25
3839006	PTOV1
3839057	TBC1D17
3839103	ATF5
3839142	ZNF473
3839171	FLJ26850
3839206	MYH14
3839276	NR1H2
3839305	POLD1
3839346	SPIB
3839360	MYBPC2
3839400	C19orf63
3839464	CLEC11A
3839489	GPR32
3839499	ACPT
3839524	MGC45922
3839538	KLK3
3839563	KLK2
3839619	SIGLEC9
3839642	SIGLEC7
3839718	CD33
3839741	C19orf75
3839818	ZNF175
3839880	NCRNA00085
3839910	FPR2
3839920	FPR3
3839955	ZNF613
3840058	PPP2R1A
3840142	ZNF480
3840164	ZNF610
3840194	ZNF880
3840224	ZNF528
3840253	ZNF534
3840286	ZNF578
3840327	ZNF808
3840372	ZNF701
3840406	ZNF137P
3840554	FLJ45949
3840562	HERV-V1
3840642	ZNF818P
3840666	VN1R2
3840795	ZNF765
3840857	ZNF761
3840883	ZNF761
3840944	ZNF525
3840952	ZNF331
3841076	MYADM
3841102	PRKCG
3841134	CACNG7
3841157	CACNG8
3841184	CACNG6
3841198	NDUFA3
3841231	PRPF31
3841260	CNOT3
3841310	TSEN34
3841357	LILRA2
3841439	TTYH1
3841474	LENG8
3841506	LAIR2
3841525	KIR3DX1
3841545	LILRA1
3841574	LILRB1
3841621	LILRB4
3841684	LILRP2
3841777	KIR3DL1
3841862	FCAR
3841881	NCR1
3841901	NLRP2
3841949	EPS8L1
3842059	BRSK1
3842105	SUV420H2
3842130	TMEM190
3842141	RPL28
3842264	NAT14
3842278	ZNF524
3842301	ZNF581
3842315	ZNF580
3842327	CCDC106
3842345	U2AF2
3842379	EPN1
3842456	NLRP4
3842481	NLRP8
3842504	NLRP5
3842558	ZNF444
3842590	GALP
3842675	ZNF542
3842724	ZNF583
3842755	LOC100128252
3842768	ZNF471
3842794	ZFP28
3842839	ZNF470
3842869	ZNF71
3843027	USP29
3843058	ZNF264
3843122	AURKC
3843156	ZNF460
3843180	ZNF304
3843188	ZNF547
3843214	ZNF548
3843233	ZNF17
3843275	ZNF419
3843321	ZNF773
3843346	ZNF549
3843386	ZNF530
3843399	ZNF134
3843419	ZNF211
3843452	ZSCAN4
3843463	ZNF776
3843525	ZNF586
3843566	ZNF587
3843662	ZNF587
3843677	NAG18
3843690	ZSCAN1
3843742	ZNF135
3843797	ZNF274
3843848	ZNF544
3843906	ZNF8
3843947	ZSCAN22
3844094	ZNF584
3844132	ZNF324B
3844152	ZNF324
3844175	ZNF446
3844238	TRIM28
3844297	MGC2752
3844470	PPAP2C
3844486	MIER2
3844512	THEG
3844603	ODF3L2
3844656	POLRMT
3844699	FLJ45684
3844704	RNF126
3844744	PRSSL1
3844781	LPPR3
3844822	MED16
3844855	C19orf22
3844897	C19orf6
3844952	POLR2E
3844978	SBNO2
3845081	C19orf26
3845120	C19orf23
3845175	GAMT
3845210	C19orf25
3845229	PCSK4
3845263	ADAMTSL5
3845296	MEX3D
3845315	MBD3
3845352	UQCR11
3845365	TCF3
3845439	ATP8B3
3845495	REXO1
3845553	KLF16
3845581	FAM108A1
3845611	C19orf34
3845620	BTBD2
3845647	MKNK2
3845681	MOBKL2A
3845708	AP3D1
3845782	PLEKHJ1
3845810	JSRP1
3845833	C19orf35
3845868	LSM7
3845899	TIMM13
3845909	LMNB2
3845944	GNG7
3845990	DIRAS1
3845998	SLC39A3
3846011	SGTA
3846065	ZNF77
3846076	TLE2
3846114	AES
3846214	DOHH
3846238	C19orf28
3846280	TBXA2R
3846316	PIP5K1C
3846363	APBA3
3846390	RAX2
3846403	MATK
3846507	DAPK3
3846538	EEF2
3846594	ZBTB7A
3846638	MAP2K2
3846667	SIRT6
3846695	TMIGD2
3846709	STAP2
3846742	SH3GL1
3846783	UBXN6
3846831	PLIN5
3846860	SEMA6B
3846900	C19orf10
3846926	DPP9
3846982	TICAM1
3847005	PLIN3
3847112	PTPRS
3847225	PLAC2
3847252	SAFB2
3847338	C19orf70
3847356	LONP1
3847408	PRR22
3847420	DUS3L
3847462	FUT6
3847486	FUT3
3847503	FUT5
3847515	NDUFA11
3847538	RANBP3
3847590	RFX2
3847703	MLLT1
3847754	ACER1
3847774	PSPN
3847782	GTF2F1
3847814	KHSRP
3847858	SLC25A41
3847873	SLC25A23
3847906	DENND1C
3847959	TUBB4
3847989	CD70
3848020	TNFSF14
3848039	C3
3848118	GPR108
3848159	SH2D3A
3848243	INSR
3848408	PEX11G
3848437	XAB2
3848480	PCP2
3848492	FCER2
3848525	CLEC4G
3848540	CD209
3848644	CTXN1
3848651	TIMM44
3848689	ELAVL1
3848745	FBN3
3848871	CD320
3848885	NDUFA7
3848907	KANK3
3848984	PRAM1
3849022	ZNF414
3849044	MYO1F
3849117	ADAMTS10
3849190	ACTL9
3849267	ZNF558
3849459	OR7G2
3849464	OR7G1
3849469	OR7G3
3849488	OR7D4
3849549	ZNF562
3849688	ZNF266
3849730	ZNF560
3849752	ZNF426
3849773	ZNF121
3849797	ZNF561
3849865	FBXL12
3849894	OLFM2
3849923	COL5A3
3850020	ANGPTL6
3850040	EIF3G
3850069	DNMT1
3850166	S1PR2
3850189	ZGLP1
3850234	RAVER1
3850261	ICAM3
3850278	TYK2
3850331	CDC37
3850363	KEAP1
3850406	S1PR5
3850409	KRI1
3850445	CDKN2D
3850457	AP1M2
3850501	LOC147727
3850554	TMED1
3850576	YIPF2
3850660	SPC24
3850676	KANK2
3850725	DOCK6
3850817	RAB3D
3850832	TMEM205
3850859	RGL3
3850929	CCDC151
3850960	ELAVL3
3850990	ZNF653
3851020	ECSIT
3851055	ELOF1
3851072	ACP5
3851150	ZNF433
3851250	ZNF20
3851267	ZNF625
3851293	ZNF44
3851353	ZNF563
3851374	ZNF709
3851441	ZNF442
3851454	ZNF799
3851493	ZNF443
3851514	ZNF490
3851545	MAN2B1
3851589	C19orf56
3851603	DHPS
3851630	FBXW9
3851651	TNPO2
3851703	C19orf43
3851720	HOOK2
3851776	PRDX2
3851801	RTBDN
3851826	DNASE2
3851840	KLF1
3851868	FARSA
3851911	GADD45GIP1
3852022	LYL1
3852034	TRMT1
3852079	STX10
3852133	CACNA1A
3852345	C19orf57
3852381	PODNL1
3852407	RFX1
3852507	SAMD1
3852529	PRKACA
3852565	ASF1B
3852581	LPHN1
3852586	LPHN1
3852691	DDX39
3852735	PTGER1
3852743	GIPC1
3852783	DNAJB1
3852823	NDUFB7
3852832	EMR3
3852880	EMR2
3852944	OR7C1
3852953	OR7A5
3852966	OR7A10
3853008	OR7A17
3853036	SLC1A6
3853063	ILVBL
3853108	NOTCH3
3853178	EPHX3
3853193	BRD4
3853299	AKAP8
3853345	AKAP8L
3853453	RASAL3
3853495	PGLYRP2
3853566	OR10H1
3853609	CYP4F2
3853658	CYP4F11
3853761	CIB3
3853814	EPS15L1
3853922	CALR3
3853942	CHERP
3854000	SLC35E1
3854032	MED26
3854066	C19orf42
3854132	CPAMD8
3854218	HAUS8
3854297	NR2F6
3854311	USHBP1
3854349	ABHD8
3854417	PLVAP
3854454	BST2
3854477	TMEM221
3854621	INSL3
3854627	JAK3
3854693	IL12RB1
3854756	RAB3A
3854772	PDE4C
3854836	KIAA1683
3854877	JUND
3854892	LSM4
3854954	LRRC25
3854982	ISYNA1
3855011	ELL
3855071	FKBP8
3855104	CRLF1
3855218	COMP
3855285	GDF1
3855320	MGC10814
3855324	COPE
3855358	HOMER3
3855410	SUGP2
3855506	TMEM161A
3855538	MEF2B
3855596	NR2C2AP
3855616	HAPLN4
3855633	TM6SF2
3855660	SUGP1
3855795	TSSK6
3855818	PBX4
3855856	LPAR2
3855868	GMIP
3855910	ATP13A1
3855968	ZNF506
3855985	ZNF14
3856014	3856014
3856075	ZNF682
3856554	ZNF100
3856594	ZNF43
3856646	ZNF208
3856720	ZNF99
3856908	ZNF99
3857105	ZNF91
3857171	ZNF675
3857208	ZNF681
3857811	C19orf12
3858285	TSHZ3
3858659	ANKRD27
3858757	SLC7A9
3858794	CCDC123
3858852	RHPN2
3858907	SLC7A10
3858993	CEBPA
3859026	PEPD
3859622	ZNF792
3859668	LGI4
3859703	FAM187B
3859750	KRTDAP
3859761	DMKN
3859809	SBSN
3859832	ATP4A
3859888	UPK1A
3859899	TMEM149
3859915	U2AF1L4
3859946	HSPB6
3860003	PRODH2
3860045	NPHS1
3860101	NFKBID
3860137	TYROBP
3860189	C19orf46
3860208	ALKBH6
3860229	CLIP3
3860261	THAP8
3860277	POLR2I
3860296	COX7A1
3860315	ZNF565
3860410	ZFP82
3860450	ZNF566
3860491	ZNF260
3860552	ZNF529
3860596	ZNF461
3860737	ZNF585A
3860793	ZNF585B
3860824	ZNF569
3860912	ZNF540
3860924	ZNF571
3860954	ZFP30
3860999	ZNF781
3861037	ZNF607
3861064	ZNF573
3861130	WDR87
3861243	DPF1
3861272	PPP1R14A
3861302	YIF1B
3861326	YIF1B
3861352	GGN
3861372	RASGRP4
3861413	MAP4K1
3861503	CAPN12
3861557	LGALS4
3861581	ECH1
3861617	HNRNPL
3861658	RINL
3861689	SIRT2
3861738	SARS2
3861786	FBXO17
3861832	FBXO27
3861948	GMFG
3861978	PAF1
3862018	RPS16
3862068	EID2B
3862077	EID2
3862108	CLC
3862128	DYRK1B
3862167	FBL
3862188	FCGBP
3862273	PRR13
3862434	TTC9B
3862452	CNTD2
3862471	AKT2
3862533	LOC100131217
3862564	C19orf47
3862601	HIPK4
3862611	PRX
3862640	SERTAD1
3862650	SERTAD3
3862661	BLVRB
3862704	NUMBL
3862738	ADCK4
3862785	C19orf54
3862944	CYP2A7
3863021	TGFB1
3863046	B9D2
3863060	EXOSC5
3863079	B3GNT8
3863087	ATP5SL
3863189	CEACAM4
3863214	CEACAM7
3863263	LYPD4
3863323	RABAC1
3863342	ATP1A3
3863380	GRIK5
3863435	POU2F2
3863504	DEDD2
3863522	GSK3A
3863547	ERF
3863576	PAFAH1B3
3863597	CNFN
3863606	LIPE
3863640	CXCL17
3863669	CEACAM1
3863723	CEACAM8
3863761	PSG1
3863811	PSG6
3863869	PSG8
3863929	PSG4
3864107	PSG7
3864286	PSG9
3864375	LYPD3
3864390	PHLDB3
3864414	PHLDB3
3864430	ETHE1
3864445	XRCC1
3864503	ZNF428
3864519	CADM4
3864551	PLAUR
3864597	C19orf61
3864646	KCNN4
3864680	LYPD5
3864725	ZNF45
3864808	ZNF235
3864847	ZFP112
3864869	ZFP112
3864921	ZNF180
3864944	CEACAM20
3865119	ZNF296
3865206	NKPD1
3865223	TRAPPC6A
3865248	EXOC3L2
3865275	CKM
3865301	ERCC2
3865344	PPP1R13L
3865378	ERCC1
3865422	RTN2
3865464	OPA3
3865503	GPR4
3865511	EML2
3865568	SNRPD2
3865586	FBXO46
3865618	SIX5
3865635	DMPK
3865679	DMWD
3865696	RSPH6A
3865715	SYMPK
3865776	IRF2BP1
3865807	NOVA2
3865853	PGLYRP1
3865867	IGFL4
3865905	IGFL3
3865973	CCDC8
3865998	PNMAL1
3866094	PTGIR
3866106	GNG8
3866117	DACT3
3866135	PRKD2
3866231	STRN4
3866276	SLC1A5
3866302	AP2S1
3866339	TMEM160
3866435	BBC3
3866491	MEIS3
3866579	KPTN
3866605	NAPA
3866649	ZNF541
3866770	TPRX1
3866785	SULT2A1
3866831	CABP5
3866845	PLA2G4C
3866898	LIG1
3866958	CARD8
3867032	CCDC114
3867065	TMEM143
3867092	KDELR1
3867195	FAM83E
3867223	RPL18
3867247	DBP
3867264	CA11
3867287	NTN5
3867326	MAMSTR
3867346	RASIP1
3867374	IZUMO1
3867400	FUT1
3867415	BCAT2
3867443	HSD17B14
3867458	PLEKHA4
3867493	TULP2
3867538	GYS1
3867573	LHB
3867660	NTF4
3867669	KCNA7
3867693	C19orf73
3867708	HRC
3867734	SLC6A16
3867796	TEAD2
3867835	PTH2
3867842	SLC17A7
3867865	PIH1D1
3867928	NOSIP
3867965	RRAS
3867980	IRF3
3868033	TSKS
3868064	FUZ
3868125	PNKP
3868160	AKT1S1
3868183	NUP62
3868257	SIGLEC11
3868283	VRK3
3868330	IZUMO2
3868378	KCNC3
3868400	NAPSA
3868472	FAM71E1
3868506	JOSD2
3868518	ASPDH
3868557	SYT3
3868587	SHANK1
3868659	C19orf48
3868681	KLK1
3868697	KLK15
3868728	KLK4
3868753	KLK5
3868768	KLK6
3868783	KLK7
3868799	KLK8
3868816	KLK9
3868828	KLK10
3868841	KLK11
3868857	KLK12
3868876	KLK13
3868891	KLK14
3868905	CTU1
3868963	ETFB
3868987	CLDND2
3868998	NKG7
3869010	LIM2
3869030	SIGLEC10
3869062	SIGLEC8
3869078	SIGLEC12
3869097	SIGLEC6
3869158	SIGLEC5
3869215	HAS1
3869237	FPR1
3869275	ZNF577
3869312	ZNF649
3869339	ZNF350
3869361	ZNF615
3869379	ZNF614
3869396	ZNF841
3869461	ZNF616
3869650	ZNF83
3869714	ZNF611
3869761	ZNF600
3869784	ZNF28
3869847	ZNF468
3869880	ZNF702P
3869954	ZNF321
3870054	ZNF160
3870104	ZNF415
3870135	ZNF347
3870162	ZNF665
3870195	ZNF677
3870229	BIRC8
3870361	NLRP12
3870449	VSTM1
3870478	OSCAR
3870494	TFPT
3870520	LENG1
3870533	TMC4
3870570	MBOAT7
3870611	LILRB3
3870692	LILRB5
3870733	LILRB2
3870758	LILRA5
3870798	LILRA4
3870824	LAIR1
3870883	LENG9
3870895	CDC42EP5
3870970	NLRP7
3870990	GP6
3871011	RDH13
3871043	PPP1R12C
3871095	TNNT1
3871127	TNNI3
3871142	C19orf51
3871173	SYT5
3871192	PTPRH
3871242	TMEM86B
3871256	PPP6R1
3871302	HSPBP1
3871355	COX6B2
3871389	FAM71E2
3871406	IL11
3871459	SHISA7
3871504	ISOC2
3871557	ZNF579
3871576	FIZ1
3871609	ZNF784
3871644	NLRP9
3871662	NLRP11
3871702	NLRP13
3871730	ZNF787
3871792	ZSCAN5A
3871903	ZNF582
3871935	ZNF667
3872053	PEG3
3872138	DUXA
3872274	VN1R1
3872310	ZNF550
3872335	ZNF416
3872380	ZNF154
3872398	ZNF671
3872441	ZNF552
3872521	ZNF417
3872542	ZNF418
3872560	ZNF256
3872584	C19orf18
3872604	ZNF606
3872678	ZSCAN18
3872733	ZNF329
3872817	A1BG
3872849	ZNF497
3872928	ZNF132
3872945	SLC27A5
3872969	ZBTB45
3872983	CHMP2A
3872999	UBE2M
3873017	MZF1
3873057	DEFB125
3873069	DEFB126
3873078	DEFB127
3873086	DEFB129
3873091	DEFB132
3873102	ZCCHC3
3873115	NRSN2
3873142	SOX12
3873160	TRIB3
3873185	RBCK1
3873338	FAM110A
3873389	PSMF1
3873480	RAD21L1
3873629	SIRPA
3873699	STK35
3873744	TGM3
3873777	TGM6
3873824	TMC2
3873874	NOP56
3873923	EBF4
3873997	C20orf141
3874008	LOC100288797
3874023	PTPRA
3874168	GNRH2
3874175	MRPS26
3874198	OXT
3874249	ITPA
3874313	ATRN
3874402	HSPA12B
3874438	CDC25B
3874485	C20orf29
3874498	MAVS
3874533	PANK2
3874636	SMOX
3874751	PRNP
3874775	PRND
3874900	CDS2
3874994	3874994
3875108	C20orf196
3875179	CHGB
3875195	MCM8
3875242	CRLS1
3875423	BMP2
3875642	PLCB1
3875908	PLCB4
3876084	C20orf103
3876142	ANKRD5
3876245	SNAP25
3876645	BTBD3
3876990	SPTLC3
3877221	C20orf7
3877265	MACROD2
3877776	SNRPB2
3877809	OTOR
3877892	PCSK2
3878025	DSTN
3878076	BANF2
3878220	C20orf72
3878308	CSRP2BP
3878373	ZNF133
3878411	MGC44328
3878429	POLR3F
3878467	SEC23B
3878533	DTD1
3878587	C20orf79
3878619	SLC24A3
3878836	RIN2
3878934	NAA20
3878972	C20orf26
3879112	INSM1
3879372	PLK1S1
3879467	XRN2
3879699	PAX1
3880084	SSTR4
3880175	NXT1
3880191	GZF1
3880231	CSTL1
3880271	CST8
3880467	TMEM90B
3880629	CST7
3880706	ENTPD6
3880767	PYGB
3880827	GINS1
3881010	LOC100134868
3881045	FAM182A
3881236	DEFB118
3881251	DEFB123
3881261	REM1
3881282	HM13
3881391	ID1
3881404	COX4I2
3881443	TPX2
3881503	MYLK2
3881630	C20orf160
3881651	HCK
3881686	TM9SF4
3881786	POFUT1
3881824	KIF3B
